Nombre,Vecindad,Lugar Muerte,Fecha,Modo
"Arrizabalaga, Manuel",,,16/05/1937,Muerto Frente
"Arriznabarreta Urien, Damian",Iurreta,Otxandio,31/03/1937,Muerto Frente
"Arrobe, Jesus",,Sollube,10/05/1937,Muerto Frente
"Arroita Zarandona, Florencio","Durango, Durango",Apatamonasterio,26/04/1937,Muerto Frente
"Arroita Zarandona, Victor","Durango, Durango",Bilbao,27/04/1937,Muerto Frente
"Arroitajauregui Larragan, Maria Dolores","Durango, Durango","Durango, Durango",31/03/1937,Bombardeo
"Arroiz Contreras, Manuel",Getxo,Hospital Inaki Deuna,21/10/1936,Bombardeo
"Arrondo Azamendi, Manuel",,Basurto-Zorroza,19/06/1937,Muerto Frente
"Arrondo Jaureguialzo, Felix Antonio",Altza,,,Fusilado
"Arrospide Achirica-Allende, Juan Mari",,,,Desaparecido
"Arrotegui Arrupe, Juan Domingo",Larrabetzu,Larrabetzu,15/05/1937,Otras circunstancias
"Arroyabe Alegria, Joaquin",Gasteiz,"Madrid, Madrid",22/05/1938,Fusilado
"Arroyabe Arroyabe, Eduardo",,Asturias,26/03/1937,Muerto Frente
"Arroyo De La Pena, Ramon",Bilbo,Ubidea,02/12/1936,Muerto Frente
"Arroyo Delgado, Crescencio ",,Deusto,12/06/1940,Muerto Prision
"Arroyo Echeberria, Paulino",Barakaldo,Elorrio,22/04/1937,Muerto Frente
"Arroyo Garcia, Eusebio",Deba (Begriffsklärung),Otxandio,04/04/1937,Muerto Frente
"Arroyo Garcia, Pablo",Labastida,,,Fusilado
"Arroyo Garizurieta, Angel",Arrigorriaga,Legutio,02/12/1936,Muerto Frente
"Arroyo Isasi, Felix",Barakaldo,Álava,21/12/1936,Muerto Frente
"Arroyo Majadas, Maria Cruz","Durango, Durango","Durango, Durango",31/03/1937,Bombardeo
"Arroyo Paramo, Alejandro",Abanto-Zierbena,Otxandio,02/04/1937,Muerto Frente
"Arroyo Sainz, Faustino",Bilbo,Bilbo,17/12/1937,Fusilado
"Arroyo Sanchez, Pedro",San Martin Del Rey,"Gernika-Lumo, Vizcaya",14/12/1939,Muerto Prision
"Arroyo Sendino, Felix",Barakaldo,Baranbio,18/02/1937,Muerto Frente
"Arroyo Uranga, Federico",,,,Muerto Frente
"Arroyuelo Colina, Honorato",Abanto-Zierbena,Amurrio,07/12/1936,Muerto Frente
"Arruabarrena Ayerdi, Jose",,"Santander, Cantabria",17/07/1937,Muerto Frente
"Arruabarrena Mayoz, Joaquin",Zarautz,Derio,16/12/1937,Fusilado
"Arrubiaga Lerchundi, Candido",,Barakaldo,14/06/1937,Muerto Frente
"Arrue Abaunza, Francisco",Morga,Hospital Sardinero,30/08/1937,Otras circunstancias
"Arrue Achurrua, Hipolito",Bilbo,Basurto-Zorroza,19/05/1937,Muerto Frente
"Arrue Irdigolas, Agustin",Donostia-San Sebastián,Asturias,01/11/1936,Muerto Frente
"Arrue Unzue, Jose",,,09/05/1937,Muerto Frente
"Arrugaeta Lopez, Francisco",Mundaka,Bilbo,23/07/1937,Fusilado
"Arruti Alcorta, Eusebio",Zarautz,Hernani,02/10/1936,Fusilado
"Arruti Calonge, Angel",Donostia-San Sebastián,Gibraltar,30/12/1938,Muerto Frente
"Arruti Cormenzana, Miguel",Bilbo,Amorebieta-Etxano,10/05/1937,Muerto Frente
"Arruti Echegoyen, Justo",Donostia-San Sebastián,Karrantza,03/07/1937,Muerto Frente
"Arruti Idiaquez, Jose Maria",Oiartzun,Pikoketa,11/08/1936,Fusilado
"Arruti Larrucea, Andoni",Arteaga,Vapor Euskal-Erria,02/12/1936,Muerto Frente
"Arruti Pena, Jose",Bilbo,Donostia-San Sebastián,12/09/1936,Muerto Frente
"Arruti Toribio, Simon",Bilbo,Urkiola,06/04/1937,Muerto Frente
"Arruza Bidegain, Tomas",Galdames,Hospital Cruz Roja,03/12/1936,Muerto Frente
"Arruza Bilbao, Antonio",Arrigorriaga,Legutio,02/12/1936,Muerto Frente
"Arsuaga Anduaga, Eleuterio",Soraluze-Placencia de las Armas,Otxandio,05/04/1937,Muerto Frente
"Arsuaga Badiola, Jesus",Deustu,Basurto-Zorroza,01/05/1937,Muerto Frente
"Arsuaga Mendizabal, Jose Ignacio",Aduna,Aduna,24/08/1936,Fusilado
"Artabe Acha, Eugenio",Sestao,Legutio,02/12/1936,Muerto Frente
"Artaecheverria Sanchobierto, Domingo",Sopuerta,Ubidea,30/11/1936,Muerto Frente
"Artaecheverria Sanchobierto, Justo",Sopuerta,Deustu,25/09/1936,Muerto Frente
"Artal Barrachina, Norberto",Zaragoza,Basurto-Zorroza,22/04/1937,Muerto Frente
"Artal Bona, Jesus",Bilbo,Álava,18/12/1936,Muerto Frente
"Artaza Llantada, Agustin",Barakaldo,Bilbo,06/09/1937,Fusilado
"Artaza Llantada, Fidel",Barakaldo,Bilbo,,Fusilado
"Arteaga Amurrio, Angel",Elgoibar,Elgoibar,22/01/1938,Fusilado
"Arteaga Iturriaga, Consolacion",Amorebieta,Zornotza,25/05/1937,Otras Circunstancias
"Arteaga Lataburu, Felix",Getxo,Getxo,21/10/1936,Bombardeo
"Arteaga, Augusto","Burgos, Burgos",Gasteiz,21/01/1937,Fusilado
"Arteaga, Joaquin",,,13/05/1937,Muerto Frente
"Arteaga, Valentin",Portugalete,Portugalete,,Fusilado
"Arteche Angulo, Francisco Celedonio",Bilbo,Otxandio,04/04/1937,Muerto Frente
"Arteche Arregui, Felisa",Amorebieta,Hospital Arriluce,05/06/1937,Bombardeo
"Arteche Barquin, Antonio",Abanto-Zierbena,Abanto-Zierbena,28/10/1937,Fusilado
"Arteche Bilbao, Pedro",Zeanuri,Bizkargi,13/06/1937,Muerto Frente
"Arteche Bilbao, Santiago",Zeanuri,Zornotza,02/12/1936,Muerto Frente
"Arteche Gomez, Dionisio",Bilbo,Bilbo,13/12/1937,Fusilado
"Arteche Iracibal, Lino",Larrabetzu,Lezama,11/06/1937,Otras circunstancias
"Arteche Mijares, Jose Manuel","Santander, Cantabria",Otxandio,04/04/1937,Muerto Frente
"Arteche Uribarri, Angel",Sondika,Donostia-San Sebastián,05/09/1936,Muerto Frente
"Arteta Gurtubay, Jose",Basauri,Asturias,21/02/1937,Muerto Frente
"Arteta Gurtubay, Telesforo",Basauri,Otxandio,04/04/1937,Muerto Frente
"Arteta Idarramendi, Simon",Bermeo,Bermeo,02/05/1937,Otras Circunstancias
"Artinano Vitorica, Victor",Barakaldo,Barakaldo,13/06/1937,Bombardeo
"Artiz Artiz, Constantino",Donostia-San Sebastián,Donostia-San Sebastián,27/09/1936,Fusilado
"Artola Aldanondo, Pedro",Abadino,Álava,13/12/1936,Muerto Frente
"Artola Arizmendi, Pedro",Hernani,Álava,13/12/1936,Muerto Frente
"Artola Azurmendi, Jose Maria",Donostia-San Sebastián,Hernani,05/10/1936,Fusilado
"Artola Echeverria, Dominica",Donostia-San Sebastián,Hernani,18/10/1936,Fusilado
"Artola Echeverria, Ignacio",Abaltzisketa,Bilbo,05/07/1937,Fusilado
"Artola Galarmendi, Ascensio",Donostia-San Sebastián,,,Desaparecido
"Artola Guisasola, Miguel Eleuterio",Donostia-San Sebastián,Donostia-San Sebastián,17/10/1936,Fusilado
"Artola Iraola, Manuel",Donostia-San Sebastián,Hernani,18/10/1936,Fusilado
"Artola Ituren, Aurelio",Lekeitio,Dachau,29/03/1945,Muerto Prision
"Artola Lacunza, Jose",Bilbo,Elorrio,22/04/1937,Muerto Frente
"Artola Leza, Marcial",,,,Muerto Frente
"Artola Ondana, Carmelo",Astigarraga,Lemoa,13/06/1937,Fusilado
"Arza Larrinaga, Lucio",Laudio,Urkiola,07/04/1937,Muerto Frente
"Arzac Echave, Antonio",Donostia-San Sebastián,Donostia-San Sebastián,26/01/1938,Fusilado
"Arzac Usabiaga, Saturnino",Donostia-San Sebastián,,23/03/1942,Fusilado
"Arzallus, Pio",Andoain,,,Fusilado
"Arzalluz Garmendia, Jose Miguel",Azkoitia,Caseda,29/07/1936,Fusilado
"Arzuaga Izaguirre, Luis",Donostia-San Sebastián,Donostia-San Sebastián,19/10/1936,Fusilado
"Arzuaga Sagarduy, Antonio",Barakaldo,Dima,22/05/1937,Muerto Frente
"Arzulicla Bilbao, Julian",Gatika,,,Fusilado
"Asarta Imaz, Imanol",Donostia-San Sebastián,"Madrid, Madrid",21/01/1942,Fusilado
"Asarta Imaz, Severiano",Donostia-San Sebastián,Donostia-San Sebastián,22/07/1936,Muerto Frente
"Ascorbebeitia Gojenola, Francisca",Otxandio,Otxandio,22/07/1936,Bombardeo
"Ascorbebeitia Ureta, Mateo",Otxandio,Otxandio,22/07/1936,Bombardeo
"Ascunce Saracibar, Juan",,"Durango, Durango",31/03/1937,Muerto Frente
"Asenjo Ahedo, Fermin",Bilbo,Bilbo,08/01/1938,Fusilado
"Asenjo Cavia, Emilio",Sestao,Portugalete,12/05/1937,Bombardeo
"Asenjo Cavia, Fidel",Cantabria,Bilbo,04/09/1937,Fusilado
"Asenjo Muga, Luis",Bilbo,Asturias,22/03/1937,Muerto Frente
"Asenjo Villamesa, Norberto",Bilbo,Basurto-Zorroza,07/06/1937,Muerto Frente
"Asensio Dubla, Doroteo",Bilbo,Eibar,19/04/1937,Muerto Frente
"Asensio Ejea, Domingo",,Otxandio,04/04/1937,Muerto Frente
"Asensio Gomez, Angel",Balmaseda,Bilbo,26/08/1938,Fusilado
"Asensio Guio, Fidel",Bilbo,Legutio,02/12/1936,Muerto Frente
"Asensio Martinez, Eduardo",Donostia-San Sebastián,Lemoa,02/06/1937,Muerto Frente
"Asensio Pena, Enriqueta",Bilbo,Bilbo,18/04/1937,Bombardeo
"Asensio Riano, Natalio",Balmaseda,Asturias,28/02/1937,Muerto Frente
"Asensio Serna, Jose  ",,Deusto,23/10/1938,Muerto Prision
"Asensio Torrado, Pedro",Jerez De Los Caballeros,Orduña (Spanien),28/01/1941,Muerto Prision
"Asin Fernandez, Cristobal",Leioa,Eibar,29/09/1936,Muerto Frente
"Asla Gerekaetxebarria, Gregorio",,,,Desaparecido
"Asla Gerekaetxebarria, Pedro",,,,Desaparecido
"Asla Landia, Eugenio",,Santo Domingo de la Calzada,13/06/1937,Muerto Frente
"Aspe Belacortu, Pedro",Otxandio,Otxandio,22/07/1936,Bombardeo
"Aspe Belakortu, Maria",Otxandio,Otxandio,22/07/1936,Bombardeo
"Aspe Elexpe, Tomas",Otxandio,Otxandio,22/07/1936,Bombardeo
"Aspe Gonzalez De Audicana, Libe",Otxandio,Otxandio,22/07/1936,Bombardeo
"Aspe, Sofia",Otxandio,Otxandio,22/07/1936,Bombardeo
"Aspiazu Cruzalegui, Zacarias",Elgoibar,Barazar,05/04/1937,Muerto Frente
"Aspiazu Esnaola, Modesto",Deba (Begriffsklärung),Mar Cantábrico,05/03/1937,Muerto Frente
"Aspiazu Isasti, Francisco",Eibar,Eibar,24/04/1937,Muerto Frente
"Aspiazu Isasti, Julian",Eibar,Asturias,23/02/1937,Muerto Frente
"Aspiazu Iturricastillo, Jose Maria",,,,Muerto Frente
"Aspiazu Larranaga, Basilio",Barakaldo,Vizcaya,15/05/1937,Muerto Frente
"Aspiazu Mendizabal, Antonio",Sestao,Asturias,21/11/1936,Muerto Frente
"Aspiazu, Felix",Eibar,Etxano,17/05/1937,Fusilado
"Aspilaga Saiz, Jose",Ciérvana,Ubidea,01/12/1936,Muerto Frente
"Aspiunza Alzola, Francisco",Basauri,Ubidea,02/04/1937,Muerto Frente
"Astarloa Ibaibarriaga, Justo",Mallabia,Zornotza,01/12/1936,Muerto Frente
"Astarloa Zubiri, Martin",Mañaria,Otxandio,02/04/1937,Muerto Frente
"Astelarra, Teodora",,"Gernika-Lumo, Vizcaya",26/04/1937,Bombardeo
"Astibia Iturbe, Escolastica",Narbarte,"Durango, Durango",31/03/1937,Bombardeo
"Astica Candina, Antonio",Sestao,Bilbo,13/12/1937,Fusilado
"Astigarraga Arana, Luis",Elgoibar,Eibar,16/09/1936,Muerto Frente
"Astigarraga Arocena, Pedro",,,10/05/1937,Muerto Frente
"Astigarraga Mendizabal, Miguel",Mutriku,Donostia-San Sebastián,06/09/1939,Fusilado
"Astigarraga San Salvador Del Valle, Ramona",Galdakao,Galdakao,19/05/1937,Bombardeo
"Astigarraga, Antonio",,Basurto-Zorroza,19/06/1937,Muerto Frente
"Astigarraga, Antonio",Bilbo,Banderas,18/02/1940,Fusilado
"Astigarraga, Miguel",Basauri,Bilbo,,Fusilado
"Astiz Bandres, Pedro Isaac",Barakaldo,Bilbo,25/09/1936,Muerto Frente
"Astobiza Perez, Jose Miguel",Bilbo,Bilbo,25/09/1936,Muerto Frente
"Astondo Beobide, Eduardo",Arrankudiaga,Urkiola,15/04/1937,Muerto Frente
"Astorquia Bustindoy, Domingo",Arteaga,Bilbo,09/09/1937,Fusilado
"Asturiano Martinez, Jose",Donostia-San Sebastián,Frente Norte,30/04/1937,Muerto Frente
"Asua Azcarratezabal, Victor",Aretxabaleta,Zorroza,30/06/1937,Bombardeo
"Asua Zubiaur, Pedro",Galdakao,Jaca,07/02/1938,Fusilado
"Asua, Antonio",,Asturias,23/02/1937,Muerto Frente
"Asua, Fructuoso",Orduña,Orduna,31/05/1937,Muerto Frente
"Asuabarrena Aguirre, Jose Maria",Ezkio Itxaso,Donostia-San Sebastián,07/04/1938,Fusilado
"Asuaga Barrena, Maria Jesus",Larrabetzu,Bilbo,22/04/1937,Bombardeo
"Ateca Izpizua, Gaspar",Morga,Arrigorriaga,22/05/1937,Bombardeo
"Atucha Cortazar, Jose",Dima,Bilbo,09/09/1937,Fusilado
"Atucha Idurgui, Fructuoso",Gorozika,Gorozika,28/04/1937,Otras circunstancias
"Atucha Idurqui, Fructuoso",Dima,Gorozika,28/04/1937,Otras Circunstancias
"Atucha Olabarria, Sabino",Getxo,Elgeta,25/09/1936,Muerto Frente
"Atucha Petralanda, Timoteo",Huesca,Bilbo,29/10/1937,Fusilado
"Atunaga, Estefania","Durango, Durango","Durango, Durango",31/03/1937,Bombardeo
"Aulestiarte Icaran, Jose",Markina,"Durango, Durango",31/03/1937,Bombardeo
"Aurea Sagasti, Jesus",Irunea,Lemoa,03/06/1937,Muerto Frente
"Aurrecoechea Marcaida, Jesus",,,31/05/1937,Muerto Frente
"Aurrecoechea Unzueta, Martin",Loiu,Huelva,07/08/1939,Muerto Prision
"Aurrecoechea, Braulio",,Basurto-Zorroza,19/06/1937,Muerto Frente
"Aurtenechea Galarza, Tomasa",Gautegiz Arteaga,"Gernika-Lumo, Vizcaya",26/04/1937,Bombardeo
"Aurtenechea Lazkano, Jose Maria",Bermeo,Sollube,17/05/1937,Muerto Frente
"Aval Barros, Jose Ramon",,,,Muerto Frente
"Avedillo Rodriguez, Jacinto",,Barakaldo,16/06/1937,Muerto Frente
"Avellanal Munarriz, Anastasio Lorenzo",Zalla,Zornotza,16/05/1937,Muerto Frente
"Avila Garcia, Domingo",,Sabigain,14/04/1937,Muerto Frente
"Avila Martinez, Francisco",Ontur,Orduña (Spanien),18/03/1941,Muerto Prision
"Avila Ortiz, Marcelino",Logrono,Ubidea,05/04/1937,Muerto Frente
"Axpe , Pedro",Bergara,Dachau,18/12/1944,Muerto Prision
"Axpe Aguirrezabala, Agapito",Galdakao,Ubidea,03/12/1936,Muerto Frente
"Axpe Aguirrezabala, Ramon",Galdakao,Legutio,20/12/1936,Muerto Frente
"Axpe Perdigo, Angel",Bilbo,"Durango, Durango",01/02/1937,Muerto Frente
"Axpe Rivas, Alfonso",Donostia-San Sebastián,Larrabetzu,14/06/1937,Muerto Frente
"Axpe Zabaleta, Prudencio",Ugao-Miraballes,Arrasate,25/01/1937,Muerto Frente
"Ayala Cenicero, Baltasar",Briviesca (Bu),Rivabellosa,11/09/1936,Fusilado
"Ayala De La Parte, Martin",Bilbo,Udala,22/04/1937,Muerto Frente
"Ayala Fernandez, Maximo",Bilbo,Billaro,09/04/1937,Muerto Frente
"Ayala Yoldi, Cosme",Nafarroa,Elorrio,27/04/1937,Muerto Frente
"Ayarza Aristigieta, Alejo",Donostia-San Sebastián,"Gernika-Lumo, Vizcaya",26/04/1937,Muerto Frente
"Ayarza Lasuen, Julen",Lezama,Lezama,15/05/1937,Bombardeo
"Ayarza Martinez, Jesus",,Karrantza,28/07/1937,Muerto Frente
"Ayarza Mendizabal, Manuel",Andoain,Donostia-San Sebastián,19/08/1937,Fusilado
"Ayarza Urizar, Jose",Lezama,Barakaldo,29/05/1937,Muerto Frente
"Ayastuei Yarza, Benito",Onati,"Santander, Cantabria",17/10/1937,Fusilado
"Ayastuey Iraola, Lucio",Eibar,"Santander, Cantabria",27/08/1937,Muerto Frente
"Ayastuy, Basilio",Bergara,Larragorri,04/04/1937,Muerto Frente
"Ayerbe Zubiaurre, Juan",Ataun,Hospital Cruz Roja Bilbo,29/10/1936,Muerto Frente
"Ayerbe, Juan",Zarautz,Gipuzkoa,31/08/1936,Muerto Frente
"Ayerza Orbegozo, Jose",Hernani,Kanpazar,20/04/1937,Muerto Frente
"Ayesta Ayesta, Juan Agustin",Bedia,Markina-Xemein,24/04/1937,Muerto Frente
"Ayesta Lecue, Rafael",Zeberio,Otxandio,15/03/1937,Muerto Frente
"Ayestaran Alboniga, Antonio",Getxo,Mar Cantábrico,16/01/1937,Muerto Frente
"Ayestaran Elustondo, Mauricio",,,,Muerto Frente
"Ayestaran Galparsoro, Alejandro",Buenos Aires,Bilbo,18/04/1937,Muerto Frente
"Ayestaran Galparsoro, Ildefonso",Tolosa,Urkiola,07/04/1937,Muerto Frente
"Ayestaran Gandara, Jose Antonio",,,,Muerto Frente
"Ayestaran Goirdia, Miguel",Donostia-San Sebastián,Donostia-San Sebastián,20/10/1936,Fusilado
"Ayestaran Isla, Joaquin",Sopuerta,Barazar,07/04/1937,Muerto Frente
"Ayestaran Tolosa, Felix",Tolosa,Markina-Xemein,27/09/1936,Muerto Frente
"Ayllon Rozas, Ramon","Madrid, Madrid",Irun,24/07/1936,Muerto Frente
"Ayo Llona, Emeterio",Erandio,Nafarrate,19/12/1936,Muerto Frente
"Ayo San Nicolas, Jose",Erandio,"Durango, Durango",30/04/1937,Muerto Frente
"Ayo San Nicolas, Vicente",,,25/04/1937,Muerto Frente
"Ayuso Bravo, Eugenio",Labastida,Gasteiz,09/02/1937,Fusilado
"Ayuso Garcia, Ricardo",Barakaldo,,,Muerto Frente
"Ayuso Inza, Julian",Donostia-San Sebastián,Asturias,21/02/1937,Muerto Frente
"Aza Gonzalez, Sergio",,,02/06/1937,Muerto Frente
"Azaola San Jines, Miguel",Cantabria,Ortuella,16/06/1937,Otras Circunstancias
"Azas San Pedro, Bonifacio",Bilbo,Bilbo,17/12/1937,Fusilado
"Azcarate Aizpurua, Venancio",Donostia-San Sebastián,Irun,28/08/1936,Muerto Frente
"Azcarate Azula, Julian",Eibar,Santillana,19/08/1937,Muerto Frente
"Azcarate Garay, Martina",Apatamonasterio,Barakaldo,18/06/1937,Bombardeo
"Azcarate Gomez, Gumersindo",Bilbo,Bilbo,18/12/1937,Fusilado
"Azcarate Trevino, Juan",Soraluze-Placencia de las Armas,Zornotza,16/05/1937,Muerto Frente
"Azcarate Ulzurrun, Juan",Gares,Basurto-Zorroza,17/05/1937,Muerto Frente
"Azcarate Unzueta, Daniel",Sestao,Otxandio,04/04/1937,Muerto Frente
"Azcarate Zubizarreta, Narciso",Eibar,Barazar,07/04/1937,Muerto Frente
"Azcarate, Valentin",,Munguía,15/05/1937,Muerto Frente
"Azcaray, Jose",Bilbo,Otxandio,02/04/1937,Muerto Frente
"Azcaray, Remigio",Bilbo,Banderas,18/02/1940,Fusilado
"Azcarazu Areso, Pedro",,Basurto-Zorroza,05/06/1937,Muerto Frente
"Azcarazu Zubiaur, Eulogio",Axpe Achondo,Otxandio,02/04/1937,Muerto Frente
"Azcargorta, Pablo",,Basurto-Zorroza,19/06/1937,Muerto Frente
"Azcarraga Mozo, Jose Maria",Aramaio,Derio,16/12/1937,Fusilado
"Azcarraga Uribarren, Pablo",Elorrio,"Durango, Durango",31/03/1937,Bombardeo
"Azcarretozabal Aranzibia, Rufina",Elorrio,Elorrio,06/02/1937,Otras Circunstancias
"Azcoaga Azurmendi, Rufino",Arrasate,Lemoa,04/06/1937,Muerto Frente
"Azcoaga, Luis",,"Madrid, Madrid",,Muerto Frente
"Azcoitia Astigarraga, Jose",Azkoitia,Bizkargi,11/05/1937,Muerto Frente
"Azcona Garaicoechea, Modesto Manuel",Amurrio,,17/09/1936,Fusilado
"Azcona Sainz, Joaquin",Barakaldo,Dima,29/04/1937,Muerto Frente
"Azcona Vergara, Mamerto",,Elgoibar,27/09/1936,Muerto Frente
"Azconaga Arana, Francisco",Arrasate,Donostia-San Sebastián,27/11/1939,Fusilado
"Azcordobeitia Erenaga, Felix","Gernika-Lumo, Vizcaya",Legutio,02/12/1936,Muerto Frente
"Azcorta Sasiain, Pedro",Tolosa,Tolosa,05/07/1937,Fusilado
"Azcue Bilbao, Manuel",Laukiniz,Basurto-Zorroza,23/04/1937,Muerto Frente
"Azcue Gorostiaga, Ramon",Bilbo,Santoña,15/10/1937,Fusilado
"Azcue, Demetrio",Basauri,Bilbo,,Fusilado
"Azcuenaga Errecacho, Jose Martin",Amorebieta-Etxano,Elorrio,21/04/1937,Muerto Frente
"Azcuenaga Pena, Leoncio",Bilbo,Bilbo,25/09/1936,Bombardeo
"Azcueta Elezcano, Estanislao",,,,Muerto Frente
"Azcueta Landa, Juana",Bilbo,Karrantza,22/06/1937,Bombardeo
"Azcuna Bilbao, Francisco",Amorebieta-Etxano,Zornotza,18/05/1937,Muerto Frente
"Azcuna Zubillaga, Eusebio",Bilbo,Aramaio,04/04/1937,Muerto Frente
"Azcunaga Aboitiz, Jose",Erandio,Bilbo,10/11/1937,Fusilado
"Azkarate Escudero, Anton",Eibar,Loiu,04/06/1937,Muerto Frente
"Azkarbide, Fidel",Onati,,01/02/1938,Fusilado
"Azkarreta Alastuei, Marcelino",Onati,Hernani,05/11/1936,Fusilado
"Azkorbebeita, Mateo",Otxandio,Otxandio,22/07/1936,Bombardeo
"Azkueta Abrisqueta, Guillermo",Orozko,Bilbo,06/04/1937,Muerto Frente
"Azkueta Elezkano, Esteban",Galdakao,Kanpazar,25/03/1937,Muerto Frente
"Aznar Costa, Joaquin",Donostia-San Sebastián,Asturias,23/02/1937,Muerto Frente
"Azpeitia Alustiza, Tomas",Gabiria,Asturias,22/10/1936,Muerto Frente
"Azpeitia Arcos, Luis",,Larrabetzu,12/06/1937,Muerto Frente
"Azpeitia Ochotarena, Juan Cruz",Hernani,"Durango, Durango",06/10/1936,Muerto Frente
"Azpiazu Diez, Martin",Gasteiz,Gasteiz,05/09/1936,Fusilado
"Azpiazu Isasti, Francisco",,,,Muerto Frente
"Azpillaga Saiz, Florentino",Abanto Zierbena,Gijon,20/11/1937,Fusilado
"Azpillaga, Juan",Bolibar,Barakaldo,09/05/1937,Muerto Frente
"Azpiri Fernandez, Fernando",Eibar,Lemoa,03/06/1937,Muerto Frente
"Azpiri Maguregui, Vicenta",Eibar,Sestao,23/05/1937,Bombardeo
"Azpiroz Arrati, Antonio",Aia,Kanpazar,25/09/1936,Muerto Frente
"Azpitarte Zuazo, Pedro",Bolibar,Ubidea,16/03/1937,Muerto Frente
"Azpizau Zuazo, Jose Luis",Berriz,,,Desaparecido
"Azua Exposito, Fructuoso",Errenteria,Orduna,31/05/1937,Muerto Frente
"Azueta Aurrekoetxea, Tomas",Bilbo,Basurto-Zorroza,30/12/1936,Muerto Frente
"Azueta Mendiolea, Jose",Zamakola,Mutriku,25/09/1936,Muerto Frente
"Azueta, Jose",,,11/05/1937,Muerto Frente
"Azurmendi Arrondo, Celestino",Legazpia,Aizpurutxo,23/09/1936,Fusilado
"Azurmendi Baztarrica, Jose",Ataun,Bilbo,05/08/1937,Fusilado
"Azurmendi Bedaola, Francisco",Tolosa,Monte San Miguel,27/09/1936,Muerto Frente
"Azurmendi Embeitia, Manuel",Montevideo,Santoña,03/12/1937,Muerto Prision
"Azurmendi Goikoetxea, Jose",Donostia-San Sebastián,Derio,28/05/1938,Fusilado
"Azurmendi Goikoetxea, Ramon",,Asturias,23/02/1937,Muerto Frente
"Azurmendi Lopez, Juan",Donostia-San Sebastián,Donostia-San Sebastián,30/10/1939,Fusilado
"Azurmendi Mujica, Pedro",Errenteria,Errenteria,01/09/1936,Muerto Frente
"Azurmendi Ormaiztegui, Manuel",Donostia-San Sebastián,Bilbo,18/06/1937,Muerto Frente
"Azurmendi Tormes, Felix",,,,Muerto Frente
"Azurmendi Ugarteburu, Martin",Valle de Trápaga-Trapagaran,Basurto-Zorroza,09/05/1937,Muerto Frente
"Azurza Usategui, Jose Maria",Donostia-San Sebastián,Gusen (Fluss),28/10/1941,Muerto Prision
"Bacaicoa Irigoyen, Florencio",Donostia-San Sebastián,Donostia-San Sebastián,06/05/1940,Fusilado
"Bacaicoa Sola, Lucio",Olite,,01/05/1937,Muerto Frente
"Bacaria Coret, Ricardo",Cavejas ,"Gernika-Lumo, Vizcaya",20/01/1940,Muerto Prision
"Bach, Rodolfo",Irun,Irun,22/04/1938,Fusilado
"Bachiller Bilbao,M� Begona",Bilbo,"Gernika-Lumo, Vizcaya",26/04/1937,Bombardeo
"Bachior, Vicente",Schardoodissewn,"Gernika-Lumo, Vizcaya",01/01/1940,Muerto Prision
"Bachior, Vicente",Schardoodissewn,"Gernika-Lumo, Vizcaya",01/01/1940,Muerto Prision
"Bacigalupe Besga, Ramon",Eltziego,Rioja,06/10/1936,Fusilado
"Badas Lopez, Julian",Sestao,Lemoa,03/03/1937,Muerto Frente
"Bademes Nebet, Juan",Bilbo,País Vasco,04/12/1936,Muerto Frente
"Badia Casa, Jose  ",Barcelona,Deusto,18/02/1939,Muerto Prision
"Badillo Echebarria, Nicolas",Muskiz,Asturias,08/03/1937,Muerto Frente
"Badillo Negrete, Antonio",Pizarra,Orduña (Spanien),22/03/1941,Muerto Prision
"Badiola Azpiazu, Cecilio",Ondarroa,Markina-Xemein,14/11/1936,Muerto Frente
"Badiola Barron, Ignacio",Bilbo,Frente Del Ebro,03/11/1938,Muerto Frente
"Badiola Basterrechea, Angel Luis","Gernika-Lumo, Vizcaya","Gernika-Lumo, Vizcaya",27/04/1937,Bombardeo
"Badiola Churruca, Evaristo",Ondarroa,Galsuain,24/02/1939,Fusilado
"Badiola Garramiola, Angeles",Ondarroa,Ondarroa,24/10/1936,Bombardeo
"Badiola Portugal, Juan",Pasaia,Elorrio,23/04/1937,Muerto Frente
"Baella Palau, Marina",Almacelles,Saturraran,31/07/1941,Muerto Prision
"Baeno, Laureano",,Elorrio,10/04/1937,Muerto Frente
"Bageneta Anasagasti, Juan",Bermeo,Sollube,08/05/1937,Otras Circunstancias
"Bages Boch, Jose  ",,Deusto,12/10/1938,Muerto Prision
"Bagues Balaguer, Miguel",Tolosa,Donostia-San Sebastián,18/11/1939,Fusilado
"Bahon Moraregra, Juan",Bilbo,,,Muerto Frente
"Bahon Moraregra, Manuel",Bilbo,Otxandio,02/04/1937,Muerto Frente
"Bahon Olarra, Nicolas",Tolosa,Berastegi,22/07/1936,Muerto Frente
"Baigorrotegui Jacue, Sebastian",Altza,Elorrio,10/04/1937,Muerto Frente
Baizan Andueza Piquero,,Endarlatsa,,Muerto Frente
"Bajo Garcia, Tomas",Barakaldo,Hospital Trinitarios Getxo,08/07/1937,Muerto Frente
"Balaguer Rubio, Isidoro",Bilbo,Urnieta,22/08/1936,Muerto Frente
"Balanes Altolaguirre, Vicente",Donostia-San Sebastián,Donostia-San Sebastián,23/07/1939,Fusilado
"Balanzategui Otamendi, Lorenzo",,Aramaio,04/04/1937,Muerto Frente
