Nombre,Vecindad,Lugar Muerte,Fecha,Modo
"Aramendi Laca, Ignacio",Donostia-San Sebastián,Asturias,24/10/1936,Muerto Frente
"Aramendi Laca, Pedro",Donostia-San Sebastián,Irun,28/08/1936,Muerto Frente
"Aramendi Larrea, Santiago",Zeberio,Asturias,27/02/1937,Muerto Frente
"Aramendi Lizaso, Juan Jose",Aizarna,Donostia-San Sebastián,20/05/1939,Fusilado
"Aramendia Gimenez, Pedro","Santander, Cantabria",Larrabetzu,12/06/1937,Muerto Frente
"Arana Acha, Miguel",,Zornotza,16/05/1937,Muerto Frente
"Arana Arteche, Josefa",Azkoitia,"Durango, Durango",31/03/1937,Bombardeo
"Arana Bengoa, Manuel",,Lemoa,05/06/1937,Muerto Frente
"Arana Echenagusia, Jose",Andoain,,,Fusilado
"Arana Echeverria, Andres",Soraluze-Placencia de las Armas,,29/06/1938,Fusilado
"Arana Eguia, Inaki",Portugalete,Zerain,26/05/1937,Muerto Frente
"Arana Eskoriatza, Inaki",Bilbo,Otxandio,01/04/1937,Muerto Frente
"Arana Gonzalez, Marcelino",Barakaldo,Asturias,19/10/1936,Muerto Frente
"Arana Ibenzuaga, Donato",Arrasate,Lemoa,05/06/1937,Muerto Frente
"Arana Irastorza, Jose",Huesca,Andazarrate,17/09/1936,Muerto Frente
"Arana Irazola, Rosario","Durango, Durango","Durango, Durango",31/03/1937,Bombardeo
"Arana Irigoyen, Victor",Bilbo,Bilbo,08/07/1937,Fusilado
"Arana Martinez, Jose Manuel",Bilbo,Bilbo,18/04/1937,Bombardeo
"Arana Munitza, Maria Visitacion","Durango, Durango","Durango, Durango",31/03/1937,Bombardeo
"Arana Ormaeche, Manuel",Bilbo,Hospital Civil,29/04/1937,Bombardeo
"Arana Saracho, Modesto",Sestao,Alto De Morga,20/05/1937,Muerto Frente
"Arana Ugarte, Eusebio",Galdakao,"Durango, Durango",25/04/1937,Muerto Frente
"Arana Urrestilla, Domingo",Bilbo,Ubidea,13/12/1936,Muerto Frente
"Arana Zubillaga, Hilario",Gatzaga,Hernani,22/10/1936,Fusilado
"Arana, Jose","Durango, Durango","Durango, Durango",31/03/1937,Bombardeo
"Aranaga Ramila, Fausto",Barakaldo,Bilbo,25/09/1936,Bombardeo
"Aranaz Achota, Juan",Álava,Anboto,11/04/1937,Muerto Frente
"Aranaz Azonis, Gurmesindo",Marcilla,Tolosa,09/08/1936,Muerto Frente
"Aranceta Abrisqueta, Luis ",,Deusto,06/03/1939,Muerto Prision
"Aranceta Indacoechea, Silvestre",,Bizkargi,20/05/1937,Muerto Frente
"Aranceta Lizarralde, Julian",Elgeta,Legutio,04/04/1937,Muerto Frente
"Aranceta Zabaleta, Sabino",Barakaldo,Urkiola,02/05/1937,Muerto Frente
"Aranda Lopez, Daniel",Merida,Orduña (Spanien),21/08/1940,Muerto Prision
"Aranda Magallon, Jose Luis",Bilbo,Itziar,23/09/1936,Muerto Frente
"Arandia Euba, Claudio",Amorebieta,Barakaldo,06/05/1937,Bombardeo
"Arandia Gartacu, Nemesio",Laudio,Uncill,27/07/1937,Muerto Frente
"Arandia Iturria, Manuel",Tolosa,"Santander, Cantabria",11/03/1938,Fusilado
"Arandia, Juan",,,09/05/1937,Muerto Frente
"Arando Amezaga, Lorenzo",Bilbo,Zornotza,04/04/1937,Muerto Frente
"Aranguiz Pinedo, Manrique",Bilbo,Bilbo,18/06/1937,Muerto Frente
"Aranguren Armendariz, Anacleto",Beriáin,Kanpazar,20/04/1937,Muerto Frente
"Aranguren Elizarri, Feliciano",Bilbo,Cuartel Munoa,08/06/1937,Muerto Frente
"Aranguren Manterola, Antonio",Asteasu,,18/10/1936,Fusilado
"Aranguren Odriozola, Jose Maria",Azpeitia,Bilbo,11/03/1938,Fusilado
"Aranguren Ondarra, Jose Antonio",Getaria,Mar Cantábrico,17/01/1937,Muerto Frente
"Arano Arribillaga, Miguel",Aizarotz,Zornotza,22/12/1936,Muerto Frente
"Aranzabal, Antonio",Andoain,,,Fusilado
"Aranzasti Aldasoro, Antonio",Etxarri Aranatz,Irun,24/07/1936,Muerto Frente
"Araquistain Marcharas, Juana",Zamudio (Bizkaia),Bilbo,18/04/1937,Bombardeo
"Aras Icaceta, Felix",,,,Muerto Frente
"Arastola Durango, Emeterio",Sondika,Dima,05/04/1937,Muerto Frente
"Arauco Arribillaga, Miguel",Nafarroa,Zornotza,22/12/1936,Muerto Frente
"Arauco Bicandi, Gaudecio",Gatika,Elgeta,22/12/1936,Muerto Frente
"Araujo Martinez, Feliciano",Sestao,Sestao,23/05/1937,Bombardeo
"Araus Andujar, Luis",Barakaldo,Barakaldo,15/11/1938,Fusilado
"Arauz Gonzalez, Isaias",Barakaldo,Hospital Civil,09/10/1936,Muerto Frente
"Arbaiza Echebarria, Felix",,,23/05/1937,Muerto Frente
"Arbelaiz Aizpurua, Simon",Oiartzun,Asturias,18/10/1936,Muerto Frente
"Arbella Aguirre, Anastasio",Donostia-San Sebastián,Bilbo,24/10/1938,Fusilado
"Arbella Aguirre, Jose Antonio",Donostia-San Sebastián,Álava,31/12/1936,Muerto Frente
"Arbella San Juan, Isidro",Donostia-San Sebastián,Derio,,Desaparecido
"Arbeloa Fernandez, Isidro Lino",Donostia-San Sebastián,Lasarte-Oria,06/11/1936,Fusilado
"Arbeo Aguirrelanda, Pedro",,,15/05/1937,Muerto Frente
"Arberas Ugarte, Olegario",Saratxo,Barakaldo,18/06/1937,Bombardeo
"Arbide Beti, Zacarias",Ugao-Miraballes,Hosptal Civil,04/12/1936,Muerto Frente
"Arbinaga Oliden, Manuel ",,Deusto,05/04/1938,Muerto Prision
"Arbiol Estopinana, Pedro ",,Deusto,19/02/1940,Muerto Prision
"Arbizu Lasa, Angel",Hernani,Hernani,18/10/1936,Fusilado
"Arbizu Madinabietia, Felix",,,,Muerto Frente
"Arbolla Aguirre, Anastasio",Bilbo,Bilbo,28/10/1938,Fusilado
"Arbona Eguiluz, Cecilio",,Lemoa,05/06/1937,Muerto Frente
"Arboras Prats, Aurelio",Bilbo,Santoña,08/03/1938,Muerto Prision
"Arbulo Lopez, Aurelio",,Otxandio,04/04/1937,Muerto Frente
"Arbulu Bilbao, Felix",Santurtzi,San Miguel,25/09/1936,Muerto Frente
"Arcaico Calzada, Lorenzo",,Orduna,29/05/1937,Muerto Frente
"Arcarazo Areso, Pedro",Zarautz,Iurre,05/06/1937,Muerto Frente
"Arcauz Iturbe, Luciano",Eskoriatza,,22/09/1936,Fusilado
"Arcauz Urcelay, Valentin",Onati,Onati,19/06/1937,Fusilado
"Arce Alonso, Eutiquio",Bilbo,Otxandio,04/04/1937,Muerto Frente
"Arce Alvaro, Antonio",Bilbo,Escolapios,30/08/1938,Fusilado
"Arce Arce, Guillermo",Gasteiz,Gasteiz,15/07/1938,Fusilado
"Arce Baraona, Fortunato",,,,Muerto Frente
"Arce Cordero, Jose",Portugalete,Eibar,19/04/1937,Muerto Frente
"Arce Elias, Antonio",Donostia-San Sebastián,Otxandio,03/04/1937,Muerto Frente
"Arce Elias, Cipriano",Donostia-San Sebastián,Donostia-San Sebastián,30/01/1939,Fusilado
"Arce Helguera, Daniel",,,,Muerto Frente
"Arce Maranon, Vicente",Eibar,Lemoa,03/06/1937,Muerto Frente
"Arce Saez, Acisdo",Abanto-Zierbena,Asturias,22/02/1937,Muerto Frente
"Arce, Marcelino",Ortuella,Asturias,23/02/1937,Muerto Frente
"Arcedilla Vega, Manuel","Madrid, Madrid",Donostia-San Sebastián,28/07/1936,Muerto Frente
"Arcelay Gabilondo, Jose Miguel",Etxebarri,Amorebieta-Etxano,08/05/1937,Muerto Frente
"Arcelus Aguirre, Hilarion",Urretxu,Hernani,20/10/1936,Fusilado
"Arco Aguirre, Domingo",Santurtzi,Santurtzi,30/07/1936,Bombardeo
"Arcocha Anunciaga, Luciano",Sestao,Orduna,26/05/1937,Muerto Frente
"Arcocha Solabarrieta, Segundo",Ondarroa,Mar Cantábrico,05/03/1937,Muerto Frente
"Arcocha Zuloaga, Francisco",Sestao,Bilbo,28/09/1936,Muerto Frente
"Arcona, Francisco",,Otxandio,30/11/1936,Muerto Frente
"Arconada Vicente, Santiago",Palencia,Elorrio,04/01/1937,Muerto Frente
"Ardaiz Encinas, Teodoro",Donostia-San Sebastián,Lekeitio,31/12/1936,Muerto Frente
"Ardanaz Alzorriz, Gumersindo",Marcilla,Tolosa,09/08/1936,Muerto Frente
"Ardanaz Izu, Micaela",Orikain,Trapagaran,16/06/1937,Bombardeo
"Ardeu Gabilondo, Pedro",Berango,Bizkargi,15/05/1937,Muerto Frente
"Ardiaga Tomas, Jose ",,Deusto,21/05/1938,Muerto Prision
"Arechabal Leturiondo, Ignacio",Eibar,Eibar,30/10/1936,Otras Circunstancias
"Arechabaleta Arechabaleta, Francisco",Erandio,Barakaldo,15/05/1937,Muerto Frente
"Arechaga Alberdi, Eustaquio",Eskoriatza,Barazar,06/04/1937,Muerto Frente
"Arechaga Basaldua, Antero",Arrankudiaga,Asturias,21/02/1937,Muerto Frente
"Arechaga Bilbao, Higinio",Bilbo,Etxauri,07/08/1937,Fusilado
"Arechaga Bilbao, Jose Maria",Barakaldo,Oketa,31/03/1937,Muerto Frente
"Arechaga Encinillas, Vicente",Zalla ,"Gernika-Lumo, Vizcaya",23/01/1940,Muerto Prision
"Arechaga Martinez, Victor",,,,Muerto Frente
"Arechavala, Angel",Barakaldo,Barakaldo,13/06/1937,Bombardeo
"Arechavaleta Arriola, Hilario",Markina,Bilbo,21/07/1937,Fusilado
"Arechavaleta Eguia, Luis",Gordexola,Kanpazar,15/12/1936,Muerto Frente
"Arechavaleta Torre, Tomas",Leioa,Ubidea,04/04/1937,Muerto Frente
"Areitio Arberas, Eduardo",Errenteria,Asturias,13/09/1937,Fusilado
"Areitio Cuesta, Pablo",Bilbo,"Durango, Durango",31/03/1937,Bombardeo
"Areitio Gabilondo, Eusebio",Bilbo,Markina-Xemein,30/10/1936,Muerto Frente
"Areitio, Maria",Arrasate,Oiartzun,02/11/1936,Fusilado
"Areitiourtena Recalde, Victor",Zaldibar,Sollube,12/05/1937,Muerto Frente
"Areizaga Oyarzabla, Jose Antonio",Goizueta,Olaeta,04/04/1937,Muerto Frente
"Areiztegui Senosian, Cirilo",Urretxu,Galicia,01/01/1941,Fusilado
"Arenado Fernandez, Luis",,,,Muerto Frente
"Arenal De La Riva, Luis",Algorta,Oiz,26/04/1937,Muerto Frente
"Arenas De La Pena, Luciano",Portugalete,Etxano,18/05/1937,Muerto Frente
"Arenas Mena, Diego  ",,Deusto,28/12/1938,Muerto Prision
"Arenas Romero, Angel",Lodosa,"Gernika-Lumo, Vizcaya",02/05/1937,Muerto Frente
"Arenaza Azcaray, Luciano",Bermeo,Sollube,12/05/1937,Muerto Frente
"Arenaza Torre, Luis",Galdames,Eibar,19/04/1937,Muerto Frente
"Arencillas Ojinaga, Jose Luis",Bilbo,Bilbo,18/12/1937,Fusilado
"Arenillas Ojinaga, Jose Luis",Bilbo,Derio,18/12/1937,Fusilado
"Ares Fernandez, Gerardo",Barakaldo,,23/05/1937,Muerto Frente
"Arestegui Esquerra, Gregorio",Barakaldo,Barakaldo,30/12/1936,Muerto Frente
"Aresti Ibarzabal, Demetrio","Gernika-Lumo, Vizcaya",Bilbao,25/11/1939,Muerto Prision
"Arevalo Blanco, Narciso",Oliva de Merida,Orduña (Spanien),30/01/1941,Muerto Prision
"Arevalo Flor, Mariano  ",,Deusto,28/01/1939,Muerto Prision
"Arevalo Martin, Francisco",Bilbo,Aramayona,02/12/1936,Muerto Frente
"Arevalo, Aurelio",Barakaldo,Barakaldo,13/06/1937,Bombardeo
"Argeles Santesmases, Ramiro",Manresa ,"Gernika-Lumo, Vizcaya",25/04/1939,Muerto Prision
"Argenta Ramirez, Sergio",Arrigorriaga,Ubidea,30/11/1936,Muerto Frente
"Argiles Garcia, Julian  ",,Deusto,02/02/1939,Muerto Prision
"Argote Illarreta, Francisco",Donostia-San Sebastián,Donostia-San Sebastián,13/10/1938,Fusilado
"Argote, Vicente",Oiartzun,Lesaka,11/08/1936,Fusilado
"Arguedas Ortega, Victor",Bilbo,Otxandio,04/04/1937,Muerto Frente
"Arguelles, Gerardo",,,29/04/1937,Muerto Frente
"Arg�ello Rodriguez, Raul",Barakaldo,Lemoa,25/05/1937,Muerto Frente
"Argueso Ceballos, Pascual",,Limpias,10/07/1937,Muerto Frente
"Argueso Lopez, Antonio",Donostia-San Sebastián,Donostia-San Sebastián,27/11/1939,Fusilado
"Arguiarro Trabudua, Jose Alejandro",Erandio,Barakaldo,30/05/1937,Muerto Frente
"Arguibide Goyaz, Valerio Luis",Donostia-San Sebastián,"Santander, Cantabria",22/08/1937,Muerto Frente
"Arguilea Dominguez, Bartolome",Nafarroa,Markina-Xemein,21/10/1936,Muerto Frente
"Arguilea Marcos, Anselmo",Arrigorriaga,Otxandio,02/12/1936,Muerto Frente
"Arguinchon Oleaga, Segismundo",Ibarrangelu,Bilbo,18/04/1938,Fusilado
"Arguinzoniz Azueta, Segundo",Eibar,,08/05/1937,Muerto Frente
"Arias Alfonso, Alfredo",Barakaldo,Muxika,30/04/1937,Muerto Frente
"Arias Alfonso, Luis",Barakaldo,Zornotza,22/05/1937,Muerto Frente
"Arias Arias, Jose Antonio",Cudillero,Monte Lemona,22/06/1937,Muerto Frente
"Arias Arias, Juan Manuel",Cudillero,Monte Lemona,22/06/1937,Muerto Frente
"Arias Garmendia, Jacinto",Eibar,Beasain,27/07/1936,Muerto Frente
"Arias Gil, Federico",Barakaldo,Aramaio,07/05/1937,Muerto Frente
"Arias Gil, Rafael",Barakaldo,Aramaio,03/04/1937,Muerto Frente
"Arias Gomez-Casavante, Victor",???  De La Serena,Orduña (Spanien),16/05/1941,Muerto Prision
"Arias Onatibia, Sebastian",Sestao,Abadiano,16/04/1937,Muerto Frente
"Arias Ortiz De Zarate, Mauricio",Bilbo,Sollube,14/05/1937,Muerto Frente
"Arias Renovales, Manuel",Arrazola,Otxandio,31/03/1937,Muerto Frente
"Arias Ruiz, Matias",Bilbo,Lasarte-Oria,05/09/1936,Muerto Frente
"Arias Saez, Luis",Barakaldo,Legutio,02/12/1936,Muerto Frente
"Arias Salas, Emeterio",Donostia-San Sebastián,Huesca,24/09/1936,Muerto Frente
"Arin Oyarzabal, Jose Joaquin",Arrasate,Oiartzun,25/10/1936,Fusilado
"Arino Aresti, Francisco",Berriz,Gamiz-Fika,19/05/1937,Muerto Frente
"Arino Encinillas, Soria",Zalla,Zalla,03/08/1936,Otras Circunstancias
"Arino Sabarte, Juan",Berriz,Otxandio,04/04/1937,Muerto Frente
"Arino, Jose Luis",Palencia,Markina-Xemein,06/04/1937,Muerto Frente
"Aristegui Aguirrebena, Julian",Donostia-San Sebastián,Hernani,29/10/1936,Fusilado
"Aristegui Ezquerra, Gregorio",Barakaldo,,20/12/1936,Muerto Frente
"Aristegui Ortiz De Zarate, Mauricio",Bilbo,Sollube,16/05/1937,Muerto Frente
"Aristegui, Liborio",,Basurto-Zorroza,19/06/1937,Muerto Frente
"Aristondo Olarreaga, Juan",Ondarroa,,11/01/1939,Fusilado
"Aristondo Recarte, Basilio",Tolosa,Oiartzun,14/09/1936,Fusilado
"Aristorena Larrabeiti, Felix",Derio,Ubidea,13/12/1936,Muerto Frente
"Ariz Oteiza, Pedro",Donostia-San Sebastián,Asturias,23/02/1937,Muerto Frente
"Ariza Oyarzabal, Antonio",,Dima,06/04/1937,Muerto Frente
"Arizaga Goni, Vicente",Donostia-San Sebastián,Donostia-San Sebastián,23/07/1936,Muerto Frente
"Arizaga Gutierrez, Ladislao",Eibar,Lemoa,24/05/1937,Muerto Frente
"Arizaga Gutierrez, Mariano",Eibar,Eibar,24/04/1937,Muerto Frente
"Arizaga, Jose",,,25/05/1937,Muerto Frente
"Arizcorreta Gorospe, Gregorio",,Otxandio,04/04/1937,Muerto Frente
"Arizcuren Murillo, Modesto",Donostia-San Sebastián,Irun,25/09/1936,Fusilado
"Arizmendi Aizpurua, Jesus",Azkoitia,Asturias,22/02/1937,Muerto Frente
"Arizmendi Barrenechea, Lazaro",,Lemoa,03/06/1937,Muerto Frente
"Arizmendi Garzon, Felipe",Valle de Trápaga-Trapagaran,Asturias,10/03/1937,Muerto Frente
"Arizmendi Irastorza, Angel",Donostia-San Sebastián,Izurzu,25/10/1936,Fusilado
"Ariznabarreta Larricarte, Valentin",Dima,Dima,23/05/1937,Bombardeo
"Ariznabarreta Urien, Damian",,,,Muerto Frente
"Ariztimuno Olaso, Jose",Tolosa,Hernani,19/10/1936,Fusilado
"Armas Aguirre, Julian",Portugalete,Bilbo,08/01/1938,Fusilado
"Armendariz Astibia, Alfredo",Bilbo,Markina-Xemein,11/02/1937,Muerto Frente
"Armendariz Eriz, Bartolome",Ordizia,Sopuerta,08/08/1937,Fusilado
"Armendariz Garcia, Gregorio",,Asturias,02/10/1936,Muerto Frente
"Armendia Armendia, Manuel",Bilbo,Basurto-Zorroza,19/06/1937,Muerto Frente
"Armengol Bombardo, Juan",Urtg,Orduña (Spanien),28/02/1939,Muerto Prision
"Armengol Crusella, Esteban ",,Deusto,18/02/1939,Muerto Prision
"Armengol Ortiz, Enrique",Barakaldo,Legutio,04/04/1937,Muerto Frente
"Armero, Pedro",,,23/05/1937,Muerto Frente
"Armesto Sanz, Atanasio",Barakaldo,Larrabetzu,12/06/1937,Muerto Frente
"Arminanzas Latorre, Julian",Bilbo,San Pedro,14/01/1937,Muerto Frente
"Arnaiz Arteche, Santiago",Basauri,Otxandio,22/07/1936,Muerto Frente
"Arnaiz Camarero, Felipe",Sestao,Otxandio,31/03/1937,Muerto Frente
"Arnaiz Esquivel, Emilio Francisco",Bilbo,Balmaseda,29/06/1937,Muerto Frente
"Arnaiz Martin, Anastasio","Durango, Durango",Derio,02/03/1938,Fusilado
"Arnaiz Martin, Daniel",Irun,Irun,11/10/1936,Fusilado
"Arnaiz Padrones, Felix",Bilbo,Bilbo,15/09/1937,Fusilado
"Arnaiz Payueta, Eduardo",Portugalete,Bilbo,26/08/1938,Fusilado
"Arnaiz Saenz, Feliciano",Gasteiz,Aramaio,04/04/1937,Muerto Frente
"Arnal Llabata, Francisco",Liria,Orduña (Spanien),12/07/1939,Muerto Prision
"Arnal Llorente, Teofilo",Donostia-San Sebastián,Donostia-San Sebastián,24/10/1938,Fusilado
"Arnedo Cabezon, Pablo",Erandio,Otxandio,31/03/1937,Muerto Frente
"Arnedo, Jose",,Iurre,10/05/1937,Muerto Frente
"Arnesto Goni, Angel",Asteasu,,04/09/1936,Fusilado
"Arocena Arocena, Juan Jose",Hondarribia,,26/09/1939,Fusilado
"Arocena Caran, Angel",Bilbo,,,Fusilado
"Arocena Incaran, Francisco",,,,Muerto Frente
"Arola Pararida, Francisco",Arles ,"Gernika-Lumo, Vizcaya",07/05/1939,Muerto Prision
"Arostegui Bilbao, Angel",Galdakao,Bilbo,07/09/1937,Fusilado
"Arostegui Pastor, Francisco",Bilbo,"Durango, Durango",01/04/1937,Muerto Frente
"Arostola Durango, Emeterio",,,05/04/1937,Muerto Frente
"Arozamena Mazon, Amadeo",Santurtzi,Amorebieta-Etxano,10/05/1937,Muerto Frente
"Arquero Contreras, Enrique",Bilbo,Dima,06/04/1937,Muerto Frente
"Arranz Gonzalez, Isaias",,Eibar,,Muerto Frente
"Arranz Mendez, Emilio",Bilbo,Otxandio,02/12/1936,Muerto Frente
"Arranz Ortega, Victor",Ortuella,Akondia,13/10/1936,Muerto Frente
"Arranz Ramos, Cesareo",Etxebarri,Acosta,12/12/1936,Muerto Frente
"Arranz Samaniego, Ignacio",Bilbao,Hospital Inaki Deuna,20/12/1936,Muerto Frente
"Arrasate Agubita, Maria",Lekeitio,Lekeitio,22/10/1936,Bombardeo
"Arrastia Mangado, Roberto",Donostia-San Sebastián,H.C.Deportivo,27/04/1937,Muerto Frente
"Arrate Fernandez, Lauro",Gasteiz,Gasteiz,03/09/1936,Fusilado
"Arrate Merino, Jose",Urretxu,"Santander, Cantabria",01/08/1937,Muerto Frente
"Arratibel Fernandez, Jose",Andoain,Lekeitio,17/04/1937,Muerto Frente
"Arratibel Ruiz, Jesus",Zalduondo,Zornotza,05/12/1936,Muerto Frente
"Arratibel Urretavizcaya, Jose",Bergara,Basurto-Zorroza,07/06/1937,Muerto Frente
"Arratibel Urteaga, Jose Antonio",Olaberria,Donostia-San Sebastián,16/08/1938,Fusilado
"Arreal Vergara, Felipe",,,,Muerto Frente
"Arreaza Calzado, Ismael",Bolanos,Orduña (Spanien),20/12/1939,Muerto Prision
"Arreche Echevarria, Ascensio",Villabona,Prision Valladolid,28/02/1939,Muerto Prision
"Arrechea Hoyo, Alberto",Bilbo,Durango (Durango),16/02/1937,Muerto Frente
"Arredondo Romero, Teresa",Villacanas,P.C. Mujeres Amorebieta,29/07/1942,Muerto Prision
"Arredondo Uyarra, Luis",Rioja,Sollube,07/05/1937,Muerto Frente
"Arregui Aguirrezabalaga, Antonio",,Basurto-Zorroza,19/06/1937,Muerto Frente
"Arregui Angulo, Angel",Muskiz,Sollube,09/05/1937,Muerto Frente
"Arregui Ansa, Jesus",Altsasu,Sollube,17/05/1937,Muerto Frente
"Arregui Aranzeta, Marcos",Bergara,Otxandio,04/04/1937,Muerto Frente
"Arregui Arechaga, Fermin",Andoain,Zornotza,08/12/1936,Muerto Frente
"Arregui Arrizabga, Antonio",Markina,Bilbo,12/06/1937,Bombardeo
"Arregui Astiazaran, Valentin",Tolosa,Urto (Berastegi),28/07/1936,Muerto Frente
"Arregui Bringas, Francisco",Arrasate,Barakaldo,29/05/1937,Muerto Frente
"Arregui Dorronsoro, Antonio",Billabona,Elgueta,25/04/1937,Muerto Frente
"Arregui Garate, Francisco",Azkoitia,Asturias,23/02/1937,Muerto Frente
"Arregui Larizgoitia, Felipe",Miravalles,Otxandio,01/04/1937,Muerto Frente
"Arregui San Juan, Froilan Enrique",Artziniega,Dima,22/05/1937,Muerto Frente
"Arregui, Eusebio",Arrasate,,,Fusilado
"Arregui, Jose Manuel",Donostia-San Sebastián,Hernani,05/10/1936,Fusilado
"Arregui, Juan",Araia,,15/09/1936,Fusilado
"Arregui, Xabier",Arrasate,,,Fusilado
"Arrejolabeitia San Vicente, Jose",Barakaldo,Ubidea,05/12/1936,Muerto Frente
"Arrejolabeitia, Jose Luis",Barakaldo,Ubidea,28/12/1936,Muerto Frente
"Arrese Guerra, Carlos",Donostia-San Sebastián,Otxandio,04/04/1937,Muerto Frente
"Arriaga Arrillaga, Luciano",,Otxandio,04/04/1937,Muerto Frente
"Arriaga Zapirain, Felix",Lezo,Irun,28/08/1936,Muerto Frente
"Arriaga, Mariano",Mendaro,,,Fusilado
"Arriaran Ortueta, Benito",Arrigorriaga,Elgeta,22/04/1937,Muerto Frente
"Arribas Casado, Paulino",Barakaldo,Basurto-Zorroza,04/05/1937,Muerto Frente
"Arribas Garcia, Victoriano","Madrid, Madrid","Gernika-Lumo, Vizcaya",03/08/1939,Muerto Prision
"Arribas Sandoval, Sergio",Gijon,Basurto-Zorroza,19/05/1937,Muerto Frente
"Arrien Basteguieta, Juan",Errigoiti,Otxandio,31/03/1937,Muerto Frente
"Arrien Gainza, Serapia",,"Gernika-Lumo, Vizcaya",26/04/1937,Bombardeo
"Arrien Ispizua, Tomas",Ajangiz,"Gernika-Lumo, Vizcaya",26/04/1937,Bombardeo
"Arrien Jayo, Catalina",Errigoiti,"Gernika-Lumo, Vizcaya",26/04/1937,Bombardeo
"Arrien Jayo, Victoria",Errigoiti,"Gernika-Lumo, Vizcaya",26/04/1937,Bombardeo
"Arrien Monasterio, Cipriano","Gernika-Lumo, Vizcaya","Gernika-Lumo, Vizcaya",26/04/1937,Bombardeo
"Arrien Oleaga, Antonio",,Bakio,17/05/1937,Muerto Frente
"Arrien Ormaecheverria, Felipe","Gernika-Lumo, Vizcaya",,19/07/1938,Fusilado
"Arrien Unibaso, Eugenio",Bermeo,,02/05/1937,Fusilado
"Arrieta Agarre, Jose Martin",Markina,Sollube,09/05/1937,Muerto Frente
"Arrieta Arostegui, Jose",Bergara,Hospital Trinitarios Getxo,22/07/1937,Muerto Frente
"Arrieta Arrieta, Miguel",,Zornotza,16/05/1937,Muerto Frente
"Arrieta Azpeitia, Angel",Urretxu,Pasaia-Galdames,05/03/1937,Fusilado
"Arrieta Chinchurreta, Faustino","Durango, Durango",Bilbo,06/09/1937,Fusilado
"Arrieta Echevarria, Luis",Mondragon,,,Desaparecido
"Arrieta Goiburu, Bernardo",Hernani,Hernani,23/09/1936,Fusilado
"Arrieta Landeras, Jose Maria",Luno,"Gernika-Lumo, Vizcaya",26/04/1937,Bombardeo
"Arrieta Larranaga, Pedro",Elgoibar,Deba (Fluss),,Fusilado
"Arrieta Letamendi, Celestino",Beasain,Barakaldo,13/06/1937,Muerto Frente
"Arrieta Maiztegui, Teodora",Abadino,"Durango, Durango",31/03/1937,Bombardeo
"Arrieta Mendieta, Antonio",Elorrio,Gamiz-Fika,14/06/1937,Muerto Frente
"Arrieta Ruiz, Baltasar",Abanto-Zierbena,Asturias,09/03/1937,Muerto Frente
"Arrieta Sainaga, Feliciana",Abadino,Abadino,31/03/1937,Bombardeo
"Arrieta, Francisco",Mundaka,Derio,,Fusilado
"Arrieta, Gabino",,,30/05/1937,Muerto Frente
"Arrieta, Jose Maria",Oiartzun,,27/10/1936,Fusilado
"Arrieta, Nicolas","Gernika-Lumo, Vizcaya","Gernika-Lumo, Vizcaya",26/04/1937,Bombardeo
"Arrigorriaga, Luis",Hernani,Hernani,02/01/1937,Fusilado
"Arrillaga Arriola, Mariano",Deba (Begriffsklärung),Itziar,24/10/1936,Fusilado
"Arrillaga Arrizabalaga, Josefa",Soraluze-Placencia de las Armas,Soraluze,30/03/1937,Fusilado
"Arrillaga Ayestaran, Jose",Donostia-San Sebastián,Eibar,24/04/1937,Muerto Frente
"Arrillaga Irusta, Ladislao Maria",Elgoibar,"Gernika-Lumo, Vizcaya",26/04/1937,Bombardeo
"Arrillaga Sorrondegui, Pascual",Sestao,Asturias,13/03/1937,Muerto Frente
"Arrillaga Suazo, Jose Maria",Xemein,Zaldibar,25/04/1937,Muerto Frente
"Arrillaga Tolosa, Daniel",Billabona,Vera de Bidasoa,15/11/1936,Fusilado
"Arrinda Berasaluce, Asuncion","Durango, Durango","Durango, Durango",31/03/1937,Bombardeo
"Arrinda Gamecho, Martin",Lekeitio,País Vasco,08/12/1936,Muerto Frente
"Arriola Iriondo, Hilario",Mendaro,Eibar,10/03/1937,Muerto Frente
"Arriola Resines, Jesus",Ortuella,Basurto-Zorroza,15/05/1937,Muerto Frente
"Arriola Santiago, Pedro",Eibar,Donostia-San Sebastián,22/07/1936,Muerto Frente
"Arriola, Leon",,Amorebieta-Etxano,13/06/1937,Muerto Frente
"Arrizabalaga Ariztimuno, Pedro Martin",Zegama,Beasain,28/07/1936,Fusilado
"Arrizabalaga Arrieta, Alejandro",Mutriku,Hernani,22/10/1936,Fusilado
"Arrizabalaga Astarloa, Isidoro",Elorrio,Legutio,03/12/1936,Muerto Frente
"Arrizabalaga Goitia, Jose",Pasaia,Itxas Alde,26/05/1937,Fusilado
"Arrizabalaga Lamikiz, Victor",Mendata,Arrazua,09/10/1936,Muerto Frente
"Arrizabalaga Murguiondo, Segundo",Legazpia,Bilbo,16/06/1937,Muerto Frente
"Arrizabalaga Pildain, Jose",Donostia-San Sebastián,Bilbo,,Fusilado
"Arrizabalaga Ugarte, Antonio","Zumárraga, Spain",Zaragoza,01/01/1938,Fusilado
"Arrizabalaga Zuluaga, Benigno",Dima,Hospital Civil,17/05/1937,Bombardeo
"Arrizabalaga, Francisco",Onati,Altsasu,20/07/1936,Fusilado
